Player,Site,Hands,VPIP,PFR,CC,Limp nSB,3Bet nAI,F3Bet,WTSD no AI%,WWSF no AI,WS HU,LS HU,WN HU,LN HU,Bet R HU,Fold to R Bet HU,All-In Adj BB/100,EV -60bb,NonSD,BB Won,Cluster
Mindlight,888 Poker,50304,26.91,19.48,8.1,0.29,6.37,61.38,25.14,44.79,14.46,11.64,37.98,35.91,43.96,50.73,16.64,9.51,-12.87,9195.3,5
DeepRedSea,888 Poker,50201,26.43,19.4,6.5,0.0,8.21,60.87,22.13,46.72,12.02,10.46,42.53,34.99,45.07,62.85,12.87,11.55,-10.86,7563.89,8
geniuspoker,888 Poker,49964,22.77,17.4,4.06,0.1,3.74,53.41,26.53,43.83,15.31,12.04,37.3,35.35,43.72,54.63,5.73,5.16,-8.57,1891.33,10
kafe11071107,888 Poker,49924,27.23,18.68,8.36,0.24,6.66,63.01,22.8,43.55,12.92,10.52,38.13,38.43,40.24,63.22,17.1,5.95,-12.64,6998.77,3
ne1ss,888 Poker,49890,21.07,14.41,6.39,0.11,4.57,49.9,25.75,39.39,16.58,10.83,28.8,43.78,35.24,63.8,3.42,1.11,-20.56,1656.94,16
Locato10,888 Poker,49865,24.04,17.09,8.16,0.04,5.74,48.24,30.6,42.89,18.0,13.25,31.69,37.05,36.35,50.15,9.0,5.89,-15.94,4669.61,7
huhuleaalex8,888 Poker,49855,17.5,11.86,8.36,0.16,3.43,40.28,30.42,40.34,17.98,14.27,29.55,38.2,27.88,39.12,4.68,-0.54,-14.81,2086.79,7
ISeeUorKard,888 Poker,49709,24.2,14.82,10.22,0.98,3.46,37.91,26.78,38.92,15.32,12.38,34.23,38.08,34.98,59.76,5.08,5.15,-15.06,1267.87,10
n1ce2cu,888 Poker,49702,32.52,21.8,13.6,0.75,5.51,46.73,29.13,46.97,15.54,14.36,39.8,30.3,45.82,52.56,17.53,13.07,-4.33,5741.15,5
luchofg1,888 Poker,49643,23.56,16.98,7.15,0.16,4.91,67.47,26.64,43.67,14.9,11.95,36.93,36.22,43.98,54.58,9.88,7.51,-12.56,4125.88,10
FHausser,888 Poker,49467,23.56,16.39,7.83,0.3,4.1,65.17,25.61,40.07,17.09,10.38,30.71,41.82,32.22,56.36,6.25,2.55,-19.41,2863.58,16
DennerT,888 Poker,49440,25.84,18.83,7.01,0.2,4.8,59.37,28.9,46.98,15.89,12.92,39.53,31.66,42.18,52.45,8.57,8.78,-7.43,4190.45,0
Dr.TCHATCHA,888 Poker,49379,29.74,21.44,10.79,0.32,7.66,54.79,28.51,43.46,16.38,12.54,34.74,36.34,32.57,57.59,15.38,7.57,-11.51,5916.3,5
zhuravchik,888 Poker,49296,24.87,16.1,5.31,0.67,3.01,59.98,28.0,44.37,15.25,13.41,37.35,33.99,37.22,44.48,7.46,7.01,-10.83,3069.81,7
LikeaZ0mbY,888 Poker,49189,24.16,15.76,9.18,0.28,4.15,48.51,25.67,40.94,15.59,11.07,31.19,42.15,40.48,58.66,5.6,4.03,-15.86,1724.84,16
j.williams94,888 Poker,49186,25.11,16.96,6.27,0.2,5.97,62.66,25.7,41.38,15.17,10.99,33.78,40.06,34.23,57.47,8.39,6.66,-15.86,4779.05,10
MaoDESTROYER,888 Poker,49133,23.53,17.51,5.62,0.17,4.85,63.81,25.33,45.1,15.0,10.4,36.32,38.28,46.6,59.47,4.44,4.22,-12.98,2334.57,3
kiilcwb,888 Poker,48819,27.54,21.21,7.55,0.05,7.05,55.92,26.49,49.99,12.08,13.65,43.1,31.16,44.68,56.45,7.13,6.64,-3.05,2106.72,8
MARSHALxMAKC,888 Poker,48613,30.98,22.6,7.65,1.45,8.4,62.69,25.43,46.27,13.09,12.52,41.12,33.28,60.79,54.36,11.5,8.36,-14.14,5721.7,8
Knertz,888 Poker,48477,16.86,9.18,9.51,0.17,2.41,55.58,24.22,36.86,14.42,11.45,31.38,42.75,37.52,54.36,-2.12,-2.71,-20.24,-1627.79,16
Puppins,888 Poker,48400,24.19,14.83,7.85,1.23,4.16,58.27,26.36,41.27,16.46,10.71,32.8,40.02,34.79,51.9,11.99,8.17,-12.73,5561.96,10
inglbastard,888 Poker,48287,21.85,15.61,8.71,0.08,2.87,53.12,28.81,40.56,16.97,11.93,30.2,40.89,29.77,58.2,8.81,4.62,-13.65,4264.44,16
estebanss12,888 Poker,48045,21.52,13.92,6.31,1.11,2.27,47.61,25.08,35.25,15.15,10.84,29.26,44.74,26.33,64.94,0.84,-0.84,-17.73,-349.72,16
sandig028,888 Poker,48024,22.17,4.15,17.33,17.14,0.29,2.0,27.53,42.48,13.31,14.16,37.56,34.97,67.23,39.47,-3.86,-3.39,-9.19,-659.76,13
huntingnuts,888 Poker,47847,26.73,17.49,12.47,0.42,6.43,33.02,27.37,39.42,14.32,13.0,33.5,39.19,29.71,68.1,2.97,6.46,-18.6,681.72,10
BCarneiro86,888 Poker,47744,25.18,18.5,10.61,0.06,8.79,51.4,27.4,44.97,13.76,13.18,39.36,33.7,40.04,54.86,8.73,5.45,-13.98,4048.47,0
Kefas,888 Poker,47241,29.61,18.88,17.28,0.12,4.02,39.74,31.64,42.47,16.09,16.64,33.82,33.45,46.29,40.69,3.35,7.23,-4.22,-158.51,19
rickypokermx,888 Poker,47194,28.68,13.54,19.44,1.33,2.83,37.62,25.91,35.42,14.62,12.7,30.42,42.25,40.18,70.51,1.07,-0.96,-21.26,-1370.53,16
Milhouse17,888 Poker,47180,23.25,14.7,8.33,0.26,2.72,49.45,29.8,39.33,18.45,12.71,29.42,39.42,38.12,55.19,6.76,4.47,-19.28,3416.8,1
GreatMan25,888 Poker,47143,23.93,17.44,6.35,0.18,5.76,61.98,23.85,46.0,12.63,11.52,39.83,36.02,41.48,57.21,9.21,6.75,-10.6,4767.89,3
bucurestean,888 Poker,47140,28.09,20.46,7.81,0.48,8.87,50.35,22.79,46.71,12.0,10.67,42.13,35.2,46.54,58.09,5.47,4.23,-5.09,2814.63,8
Taborlin,888 Poker,46747,24.75,16.58,11.29,0.17,3.9,43.9,28.44,40.08,16.55,13.38,30.17,39.89,33.42,46.92,5.04,5.36,-8.22,2710.74,7
mvvmarcos,888 Poker,46739,23.41,15.62,6.55,0.04,6.15,48.04,27.9,41.83,15.45,12.55,33.29,38.71,39.52,53.49,6.63,0.33,-16.22,3628.41,10
Sorvetinho,888 Poker,46631,28.44,18.4,11.39,1.28,4.82,39.23,27.45,39.76,14.97,13.12,30.7,41.21,31.88,60.28,10.69,5.9,-14.89,4123.42,10
ajugar3,888 Poker,46580,22.45,14.03,12.36,0.04,3.0,52.85,27.47,37.35,16.55,12.97,30.59,39.9,21.2,46.87,4.61,0.24,-14.51,1410.53,1
DonkeWarrior,888 Poker,46313,23.09,16.65,5.47,0.12,3.75,48.13,27.86,43.9,16.92,11.58,31.86,39.64,34.62,54.07,3.59,3.03,-14.11,2498.19,10
T_Bonfim,888 Poker,46277,24.09,16.88,11.95,0.22,4.3,48.36,27.05,38.89,14.94,13.43,34.38,37.25,33.01,49.14,4.28,2.29,-14.45,1228.37,10
texasazul,888 Poker,46275,21.03,15.89,6.4,0.08,2.83,54.93,30.23,40.25,18.8,12.8,30.03,38.38,36.92,40.3,2.32,0.36,-15.25,1107.89,7
jontenlol,888 Poker,46158,22.53,15.65,7.09,0.35,4.16,54.6,24.92,42.9,15.16,10.73,36.06,38.05,39.65,56.59,7.47,7.51,-12.55,4560.42,10
kingoftilt94,888 Poker,46131,27.81,18.13,9.69,0.46,3.52,48.21,29.58,39.31,16.9,14.09,30.35,38.66,33.56,51.77,6.33,5.59,-12.11,3751.03,7
sayayinz,888 Poker,45892,21.7,14.71,8.53,0.12,3.67,57.2,25.58,42.33,14.18,11.22,35.41,39.19,43.85,48.15,5.71,4.87,-12.53,3337.28,10
Fen.ua,888 Poker,45725,24.52,17.48,7.17,0.13,6.63,55.18,22.64,43.35,13.14,10.21,40.09,36.56,46.29,61.72,8.67,5.7,-17.54,3383.47,3
GastaoCesar,888 Poker,45596,25.04,17.14,9.28,0.26,4.07,42.72,28.74,43.12,15.12,14.2,35.34,35.34,38.25,54.9,5.02,5.04,-7.98,2622.86,7
Brits01,888 Poker,45510,22.36,16.32,6.63,0.11,5.76,54.94,22.08,43.94,11.67,10.44,37.89,40.0,40.83,68.72,5.86,4.53,-13.04,1791.19,3
Emogirl19,888 Poker,45429,24.49,14.95,8.94,0.08,4.0,44.71,27.03,38.48,15.67,12.98,30.19,41.16,32.12,59.52,7.46,5.44,-17.65,2427.05,16
maitreyodaa,888 Poker,45302,25.01,16.2,10.65,0.11,4.57,51.63,28.73,39.74,17.37,12.72,28.8,41.11,32.21,60.0,9.43,6.06,-23.16,3385.59,10
fish2214,888 Poker,45011,29.06,20.86,7.85,0.09,7.28,48.03,30.94,44.03,16.46,15.35,37.05,31.14,34.01,37.47,11.47,12.73,-4.55,4761.24,4
RespiceFinem,888 Poker,44985,25.14,14.54,11.54,1.22,2.33,39.93,29.14,38.41,19.68,12.17,26.95,41.2,33.74,51.25,7.44,6.91,-21.48,3561.49,1
barusalu,888 Poker,44959,23.35,18.96,6.19,0.08,5.08,45.49,32.66,43.89,17.54,15.56,34.29,32.61,40.91,38.92,2.0,2.15,-6.8,754.43,7
StoicWarrior,888 Poker,44936,24.58,16.87,9.6,0.19,5.77,39.18,28.65,45.93,14.38,15.2,41.21,29.2,41.42,46.65,10.45,9.3,-1.85,4888.03,0
Vredn0,888 Poker,44860,27.55,20.18,8.53,0.27,6.69,54.62,25.74,47.01,13.59,13.17,40.46,32.78,45.34,60.2,10.91,9.47,-5.25,4844.71,5
dierafa888,888 Poker,44830,27.36,19.78,6.57,0.37,6.53,60.4,28.4,43.64,17.05,10.72,33.98,38.25,46.2,54.76,7.88,8.99,-15.41,3737.7,10
korrrrrrrsh,888 Poker,44826,28.32,19.43,6.26,0.17,7.13,53.13,23.92,42.84,12.97,11.34,37.16,38.53,39.96,59.86,9.0,6.44,-9.51,3768.97,3
Tnapao,888 Poker,44498,23.9,15.46,9.49,0.15,5.0,45.92,24.43,39.28,13.96,11.58,33.15,41.31,41.8,63.13,6.95,8.22,-16.65,2431.77,16
TAFluck,888 Poker,44488,24.96,17.75,8.11,0.21,6.54,43.42,27.65,43.64,16.29,12.66,33.53,37.51,37.94,52.07,11.76,8.29,-11.64,3538.36,10
chadMusKA,888 Poker,44410,23.53,16.73,6.65,0.11,4.2,55.69,28.25,47.13,15.67,12.64,38.19,33.5,35.67,51.95,6.57,7.43,-11.69,2647.63,0
Psicodanger,888 Poker,44384,24.46,17.92,5.94,0.41,5.54,60.44,27.29,45.0,13.68,12.84,38.89,34.59,41.91,62.32,5.23,3.82,-14.13,2334.73,3
lino11,888 Poker,44162,27.71,20.09,7.03,0.2,8.71,55.12,26.52,49.03,13.86,13.18,40.95,32.01,49.97,46.91,9.09,8.13,-2.15,4649.24,8
LowRaff,888 Poker,44111,20.43,13.81,9.29,0.33,3.18,52.88,25.19,39.03,15.24,11.27,30.42,43.06,39.66,52.6,0.76,0.65,-16.69,581.15,16
Yanner82,888 Poker,44019,37.37,19.87,20.96,13.03,0.82,32.94,30.59,38.29,15.07,16.59,32.97,35.37,36.18,45.47,-0.43,0.44,-10.63,-831.78,6
federerbolso,888 Poker,43997,25.37,16.3,9.75,0.17,3.97,49.95,25.91,39.04,14.62,12.04,34.45,38.89,44.31,44.67,5.31,4.54,-10.99,2532.99,10
SilverD15,888 Poker,43960,19.23,12.4,8.4,0.05,3.42,45.66,23.16,37.93,13.43,10.84,33.58,42.15,32.32,60.62,4.26,-1.43,-20.31,1605.07,16
OJenio,888 Poker,43904,22.88,15.61,8.08,0.5,4.43,41.7,30.48,46.95,14.32,15.03,40.92,29.73,47.34,47.01,6.25,5.87,-5.01,2656.88,0
SHADY_XV,888 Poker,43865,26.93,19.16,8.61,0.44,7.93,62.07,21.03,47.96,10.83,9.86,45.03,34.27,47.3,70.48,9.12,7.49,-5.67,3253.95,8
Shanesj14,888 Poker,43666,46.42,19.18,33.29,14.78,7.04,16.78,31.8,43.16,12.69,20.54,40.61,26.17,53.66,42.89,-56.27,-18.41,35.82,-29949.44,2
Dyadyarizo,888 Poker,43665,24.27,18.36,7.27,0.09,6.21,60.16,24.08,45.88,12.81,12.02,40.69,34.49,36.37,51.89,7.77,8.58,-7.5,3268.92,3
DineroPFvor,888 Poker,43659,25.87,18.11,8.95,0.21,5.05,56.37,24.94,40.08,14.9,10.95,33.03,41.12,34.99,64.93,9.07,8.18,-14.45,5495.06,10
Senseless2,888 Poker,43559,27.07,17.76,10.35,1.02,5.38,46.56,30.57,43.93,17.05,14.52,34.22,34.22,40.77,39.67,11.14,7.03,-7.79,6502.28,7
Pushmonkey,888 Poker,43547,18.69,14.52,3.75,0.28,2.31,36.16,27.25,41.44,15.83,12.09,31.96,40.12,34.04,60.63,4.03,3.57,-11.24,1442.65,16
GODhatesNFT,888 Poker,43440,23.47,15.51,9.57,0.83,3.31,48.3,26.84,42.19,16.05,11.62,35.6,36.72,31.62,57.01,9.09,3.76,-14.65,2964.0,10
Shiiryyuu,888 Poker,43439,24.42,17.36,6.56,0.07,4.7,60.56,26.86,47.66,14.26,13.17,39.34,33.22,41.79,58.03,9.54,6.97,-4.88,4209.22,0
attack3r,888 Poker,43276,27.95,17.04,14.59,0.79,5.7,40.37,31.36,41.26,18.67,14.68,30.71,35.95,32.33,49.46,16.6,6.7,-16.52,7475.74,7
SuperPufoasa,888 Poker,43159,19.12,10.22,7.29,2.35,3.24,16.77,32.25,41.93,17.78,15.8,32.43,33.99,48.44,39.57,-0.41,-3.62,-9.97,269.97,14
angellinocf,888 Poker,43118,25.65,15.91,15.46,0.12,2.83,33.57,26.4,42.42,13.62,12.38,37.36,36.64,50.3,44.22,11.24,4.44,-6.66,4751.83,18
kemperilo,888 Poker,43070,20.9,15.58,5.27,0.35,6.69,61.24,22.62,45.45,13.07,10.01,40.61,36.32,43.88,63.17,8.42,4.44,-9.84,5266.69,3
funny2cat,888 Poker,42946,24.02,16.16,8.12,0.44,4.95,53.75,25.94,41.07,15.89,10.76,32.72,40.64,38.89,60.46,6.3,3.7,-21.62,1729.56,10
goccia18,888 Poker,42882,17.44,10.05,10.38,0.92,0.6,33.46,36.89,39.13,24.16,15.27,22.45,38.12,26.42,54.18,-5.74,-5.24,-25.38,-1743.37,14
handalaG,888 Poker,42852,24.33,17.88,6.44,0.13,3.51,37.93,26.53,48.28,13.09,13.7,42.7,30.51,43.76,43.76,7.8,7.79,0.54,2333.75,0
funciotto14,888 Poker,42793,23.42,16.53,6.13,0.14,6.01,53.97,29.6,47.03,17.53,13.05,34.59,34.83,34.77,52.57,7.07,5.5,-11.61,2107.3,7
Hangoover9,888 Poker,42752,23.56,17.01,6.43,0.31,2.94,44.86,26.88,44.38,15.88,11.7,36.97,35.45,41.46,50.61,3.29,4.34,-5.95,1866.92,10
Trogvar,888 Poker,42634,28.11,19.39,12.1,1.07,5.57,47.95,27.18,45.15,14.68,13.38,38.3,33.64,33.56,51.66,5.19,2.73,-7.06,697.23,5
Prominence10,888 Poker,42501,20.71,14.03,8.8,0.07,5.05,39.28,24.85,47.2,12.75,12.87,43.13,31.26,57.29,49.13,5.46,5.82,1.98,1367.25,0
Bigbluf81,888 Poker,42491,24.99,13.84,14.83,0.11,3.82,42.16,26.35,38.84,14.96,13.18,31.52,40.35,40.61,47.52,2.25,1.68,-15.16,234.61,7
SkyMirror,888 Poker,42435,26.98,20.03,7.07,0.32,7.03,62.37,26.37,45.56,14.51,12.9,40.49,32.1,49.82,45.29,15.5,10.16,-8.04,7230.5,0
TiltMonkey69,888 Poker,42434,23.45,15.69,7.04,0.36,2.86,51.43,26.87,39.88,15.66,11.64,31.03,41.68,37.79,57.39,7.06,7.02,-16.65,2728.62,16
CoinFlip50,888 Poker,42409,22.42,15.88,6.25,0.69,5.17,48.06,24.64,43.42,13.46,11.98,38.07,36.48,40.75,55.21,7.28,6.82,-10.7,3661.65,10
Dukefraga,888 Poker,42394,26.34,17.28,9.69,0.07,5.66,57.05,25.02,38.45,14.16,11.54,32.92,41.38,38.7,62.06,4.12,-2.59,-17.03,3115.08,10
Canelo01,888 Poker,42392,27.59,20.35,8.45,0.15,8.45,55.57,26.04,44.78,13.18,13.48,40.7,32.64,37.54,57.88,11.84,7.98,-5.06,3997.08,8
POTCHECKER99,888 Poker,42149,22.02,16.05,2.54,0.14,4.81,50.19,24.81,39.48,15.53,10.15,28.72,45.6,33.79,57.62,1.92,2.5,-11.98,1445.93,16
CHANGEMAN22,888 Poker,42136,24.6,16.17,8.62,0.24,4.33,49.67,29.77,42.78,17.99,12.08,32.37,37.55,31.58,57.1,8.45,7.94,-13.38,2606.9,10
att3ls,888 Poker,42075,24.87,17.48,5.52,0.31,5.09,50.07,27.17,41.82,16.71,11.67,33.28,38.35,37.42,54.55,12.46,9.26,-13.99,5075.49,10
BrunoShelbey,888 Poker,41958,16.58,11.37,5.24,0.24,1.87,47.14,28.35,39.04,17.91,11.94,28.2,41.96,29.39,46.92,0.13,0.14,-15.52,708.91,1
j0wbjow,888 Poker,41923,22.49,13.89,7.84,0.16,3.25,47.4,27.92,42.38,16.41,12.33,33.75,37.51,33.84,46.19,6.42,6.41,-16.13,1976.25,7
Evanescence8,888 Poker,41922,21.96,16.11,7.98,0.22,4.54,58.93,25.55,43.33,14.83,11.99,37.02,36.15,44.94,51.78,3.11,4.23,-15.68,650.35,10
ReginaCaze,888 Poker,41869,25.06,17.4,7.98,0.12,4.95,56.89,26.9,44.98,15.2,12.5,36.23,36.06,38.3,51.59,5.38,3.96,-13.19,2669.93,10
Ruebe111,888 Poker,41861,23.64,12.31,13.61,3.2,2.27,28.79,33.03,40.83,17.23,15.59,33.71,33.47,35.59,46.61,-5.99,-3.55,-14.19,-792.29,14
MrBankShot90,888 Poker,41855,29.46,21.28,6.8,0.22,6.37,68.1,22.2,48.21,12.56,10.12,41.91,35.4,46.85,57.66,18.46,13.42,-8.41,8057.92,8
magnit7,888 Poker,41840,24.89,17.91,6.15,0.09,6.83,59.18,26.69,40.37,14.69,12.44,36.87,36.0,30.51,61.99,4.79,0.16,-21.15,1187.34,10
willhideki,888 Poker,41758,28.31,18.76,10.7,0.15,7.32,40.82,26.51,37.87,16.08,10.34,29.14,44.45,31.4,59.11,15.69,9.01,-21.08,7491.45,10
THCaddict,888 Poker,41547,23.88,14.41,8.04,0.73,2.35,48.23,26.23,38.32,16.0,11.14,30.72,42.14,36.71,64.06,5.98,6.79,-15.01,2063.58,16
ThiagoInho,888 Poker,41533,27.42,20.05,6.25,0.18,8.43,54.51,25.31,47.58,13.66,11.39,41.27,33.68,45.56,52.59,11.22,10.74,-7.2,5336.28,8
ExploitTiki,888 Poker,41507,32.25,24.49,8.65,0.4,9.31,57.58,31.42,49.99,15.96,15.73,42.41,25.9,49.39,42.23,22.53,18.12,3.04,9889.01,4
GRSRPC,888 Poker,41392,29.97,21.19,8.37,0.09,6.47,43.14,31.64,44.18,16.48,16.46,34.95,32.12,29.63,39.86,8.28,7.15,-4.41,1941.65,19
scheeescheee,888 Poker,41314,28.12,21.49,6.9,0.62,7.65,52.03,28.26,49.1,12.55,15.63,41.91,29.91,39.06,47.0,1.19,3.42,9.86,1415.35,4
Dexter5433,888 Poker,41274,26.29,18.6,8.08,0.45,7.38,51.84,24.02,44.66,13.59,10.69,37.08,38.64,40.53,67.06,6.24,3.93,-11.66,2305.72,3
LuiMartins,888 Poker,41270,26.02,17.83,7.87,0.81,5.92,55.0,27.5,42.93,16.31,13.31,33.63,36.75,41.48,54.91,4.5,2.91,-18.77,1000.08,10
Elephant106,888 Poker,41245,27.62,20.13,7.07,0.27,2.93,48.37,29.07,43.48,15.82,13.4,34.64,36.14,34.7,47.32,1.74,4.24,-9.16,152.4,7
Pequeno87,888 Poker,41229,27.7,19.56,9.89,0.15,5.92,52.3,25.7,44.2,12.69,12.74,41.77,32.8,49.01,49.54,18.54,12.34,-6.09,5796.69,0
EsJodaNo,888 Poker,41212,22.99,16.1,7.28,0.42,5.72,60.91,24.58,41.04,14.65,10.26,36.76,38.32,42.11,58.21,6.08,5.43,-16.29,1869.89,3
Nocturne11,888 Poker,41197,22.52,16.46,6.23,0.08,2.44,42.28,29.52,44.28,16.86,13.19,34.78,35.17,36.36,42.62,6.61,7.02,-8.01,2489.26,7
Andrusha93,888 Poker,41193,24.57,18.73,5.63,0.05,8.49,56.24,24.55,45.85,13.36,11.28,39.91,35.45,43.79,57.02,2.81,5.36,-13.24,1085.94,3
alligatorboy,888 Poker,41076,21.42,15.55,7.89,0.32,3.47,51.68,27.24,38.1,17.82,11.59,26.2,44.4,33.12,54.52,2.43,3.21,-17.5,1709.91,1
emersonrn186,888 Poker,41001,25.9,18.54,9.04,0.32,3.78,48.68,27.85,45.84,13.58,13.31,41.74,31.36,48.88,43.35,10.64,9.76,-2.86,2088.63,0
BAUTICIUS,888 Poker,41000,26.83,14.35,13.29,1.12,2.28,61.32,25.51,37.24,15.12,10.93,32.85,41.11,30.18,69.69,2.12,3.87,-25.51,564.02,16
LotsOfFishes,888 Poker,40982,28.1,10.21,16.66,14.09,2.37,21.54,31.83,39.35,19.46,14.74,32.62,33.18,34.21,54.07,5.99,4.43,-19.8,3323.0,14
Rei.sagaz888,888 Poker,40896,26.78,17.36,11.51,0.2,5.7,47.88,26.7,43.31,14.92,12.14,34.78,38.16,44.83,53.86,8.66,6.98,-10.53,3869.42,10
bikense,888 Poker,40883,25.11,18.19,7.66,0.29,4.94,49.66,26.47,46.3,13.11,12.91,39.12,34.86,45.08,63.48,6.8,6.22,-9.88,2433.39,3
17donand71,888 Poker,40817,23.68,15.2,13.12,0.33,4.41,49.82,26.19,42.39,13.18,13.37,38.02,35.43,35.35,59.68,1.05,-1.74,-15.17,-851.61,10
aka.rosa,888 Poker,40784,23.65,17.59,5.72,0.23,4.05,53.43,26.38,47.73,13.25,12.5,40.53,33.72,51.97,52.9,5.6,3.61,-3.63,1688.51,0
Ferpa_88,888 Poker,40708,31.53,22.1,9.5,0.18,9.07,41.42,31.04,50.08,15.32,15.26,40.76,28.67,46.51,47.44,9.57,12.17,1.65,4587.1,4
RagnaL25,888 Poker,40602,26.78,14.56,11.86,1.64,4.43,33.33,31.46,44.12,16.14,16.0,35.48,32.38,40.96,51.92,4.33,2.61,-8.91,651.95,7
Caet27,888 Poker,40568,24.76,18.04,7.19,0.32,7.04,52.28,23.42,42.49,13.38,10.27,36.41,39.95,42.38,61.66,7.22,6.12,-14.43,2247.74,3
Eduziu,888 Poker,40480,18.91,12.78,7.84,0.01,3.74,45.69,28.53,40.57,16.02,13.83,34.12,36.03,30.16,52.14,5.09,5.8,-13.19,3521.15,7
IPlayYouPay,888 Poker,40205,26.95,18.52,9.73,0.26,5.15,55.81,24.16,42.84,12.7,10.89,39.19,37.21,39.86,57.98,12.22,4.39,-11.46,4326.32,3
5UZUK1,888 Poker,40173,28.01,19.85,8.82,0.06,6.81,52.92,25.81,45.49,14.28,11.73,37.29,36.7,40.27,57.8,9.24,8.58,-14.11,1350.83,5
Gardenal_,888 Poker,40132,25.52,18.38,7.33,0.11,6.0,48.46,26.7,46.42,15.34,11.75,38.49,34.42,35.16,50.84,10.44,10.2,-8.02,4442.51,5
efenos,888 Poker,40086,23.69,16.66,6.04,0.61,3.62,63.33,27.74,44.4,13.87,12.1,36.09,37.94,31.0,58.82,-1.64,0.53,-13.85,322.23,10
Tago91,888 Poker,40059,25.92,16.37,8.64,0.15,3.44,56.37,26.51,36.63,15.66,11.94,29.55,42.85,26.72,65.38,8.08,3.43,-23.14,727.07,16
Telefonkiosk,888 Poker,39930,19.41,13.66,7.26,0.63,4.11,39.07,24.62,46.06,12.91,11.67,42.45,32.96,49.61,51.69,4.59,4.84,-2.56,2091.88,18
chouinard8,888 Poker,39816,24.85,11.08,18.54,6.79,3.85,38.52,25.77,34.18,14.08,13.57,30.66,41.69,41.01,65.28,0.65,-0.44,-30.48,378.6,18
N1keloff,888 Poker,39782,22.84,16.21,8.28,0.15,7.25,49.58,28.05,46.06,14.07,13.75,38.44,33.74,37.27,52.08,3.99,4.97,-10.46,672.46,0
AAnicesKKi,888 Poker,39773,24.22,17.28,7.39,0.12,6.08,55.58,26.21,44.18,15.06,10.81,37.62,36.5,29.31,55.12,10.18,7.75,-12.4,4172.19,10
Modestas7777,888 Poker,39636,24.87,12.69,18.69,2.63,2.97,40.79,25.43,35.97,15.11,11.05,31.03,42.8,38.61,61.07,4.74,1.72,-26.34,1908.53,16
hfsg90,888 Poker,39591,21.73,15.64,4.27,0.07,3.68,64.53,24.63,40.66,15.15,10.8,31.02,43.03,39.41,59.58,2.38,2.73,-14.96,2459.93,16
hoIIow,888 Poker,39566,28.41,20.5,9.05,0.18,7.31,54.82,27.26,45.59,14.12,13.67,39.71,32.5,43.91,45.57,3.75,4.11,-5.24,250.98,5
gamblenine,888 Poker,39498,24.75,17.5,9.22,0.2,4.27,43.42,27.39,44.17,14.85,13.69,36.64,34.82,35.11,48.83,9.75,7.87,-8.73,3733.35,7
henriquefjc,888 Poker,39437,26.43,12.05,17.72,3.9,2.67,32.97,23.53,41.25,12.3,11.24,42.71,33.75,49.93,56.55,12.21,13.64,-9.22,4438.85,18
Nazar1111999,888 Poker,39405,24.9,19.9,5.99,0.01,6.98,59.56,27.53,45.51,14.64,12.47,36.61,36.28,35.72,53.08,6.63,4.4,-17.25,3602.9,5
ComeiaSlater,888 Poker,39385,26.16,18.8,9.39,0.56,5.74,62.61,25.57,42.4,13.0,11.92,36.63,38.45,44.09,59.96,7.75,6.0,-12.28,2097.8,3
tern.,888 Poker,39236,27.79,18.37,11.14,0.36,5.56,59.61,26.77,43.52,14.73,12.53,36.96,35.78,42.51,61.06,13.5,1.91,-12.93,5420.72,3
pachequinhu,888 Poker,39174,33.19,20.86,15.14,0.15,4.91,44.6,31.06,41.92,16.58,14.66,34.23,34.54,38.65,46.9,11.42,10.66,-5.1,3482.74,5
CERDO93,888 Poker,39073,22.14,15.99,7.37,0.22,3.62,50.66,25.08,42.38,14.17,11.53,36.18,38.12,47.64,57.21,5.98,5.36,-7.64,332.53,10
Edgard.f.s,888 Poker,38948,21.89,15.87,7.28,0.18,4.02,52.01,29.21,41.57,15.77,14.04,33.39,36.8,35.94,49.33,0.86,1.31,-12.6,400.15,7
Love2win23,888 Poker,38938,19.49,13.53,5.28,0.53,2.75,43.01,31.27,43.2,18.42,13.59,33.33,34.66,37.38,43.59,2.71,3.59,-13.7,985.09,7
DonRuanCaf,888 Poker,38931,21.79,14.95,4.92,0.35,3.84,51.48,26.57,41.34,15.96,11.31,31.87,40.85,38.12,48.94,0.73,2.79,-12.96,-164.6,16
Linbabay,888 Poker,38918,25.74,19.71,6.58,0.17,8.73,57.76,23.18,45.16,12.33,11.42,40.41,35.84,44.41,59.41,8.34,4.11,-8.43,1934.65,8
madge_80,888 Poker,38914,19.53,14.61,5.28,0.5,5.89,59.96,24.66,46.64,15.86,10.08,39.68,34.38,30.16,61.52,7.91,0.68,-15.44,2389.31,10
kotletik,888 Poker,38729,23.62,18.09,4.72,0.06,6.8,69.55,22.33,45.4,12.5,9.83,40.51,37.16,48.5,57.33,9.76,3.11,-12.52,4738.01,3
Oldnall,888 Poker,38698,26.72,17.89,9.44,0.22,5.6,45.02,26.48,42.83,14.75,12.17,34.57,38.51,38.37,55.33,4.67,6.74,-9.29,2560.78,10
Mikka88,888 Poker,38578,24.46,17.36,6.41,0.28,6.7,53.38,25.03,43.71,14.81,10.53,34.74,39.92,33.38,62.77,7.83,7.65,-16.65,1827.01,10
